Sequence	Contig	Position	SexBias	P	Signif
1617846	CM014031.1	2417770	0	1	False
1617861	PKUT01002392.1	8279	0	1	False
1617880	CM014036.1	764231	0	1	False
1618123	CM014019.1	6103884	0	1	False
1618198	CM014027.1	29346670	0	1	False
1618228	CM014022.1	21632263	0	1	False
1618363	CM014015.1	4975651	0.117647	0.368261	False
1618492	CM014019.1	4664058	0	1	False
1618558	CM014034.1	16225722	0	1	False
1618740	CM014026.1	7613489	-0.0588235	0.668982	False
1618748	PKUT01000389.1	5484	0	1	False
1618754	CM014030.1	13441252	0	1	False
1619480	CM014024.1	1697125	0	1	False
1619512	CM014034.1	17147100	0.0294117	1	False
1619704	CM014022.1	4538251	0.0588235	0.764244	False
1619875	CM014012.1	26765011	0	1	False
1620035	CM014019.1	19149052	0	1	False
1620211	CM014024.1	14063751	0.117647	0.122065	False
1620284	CM014034.1	15844180	0	1	False
1620394	CM014023.1	20301254	0	1	False
1620399	CM014012.1	28513900	0	1	False
1620488	PKUT01000617.1	371656	-0.0588236	0.808365	False
1620704	CM014018.1	22458009	-0.0294118	1	False
1620866	CM014021.1	8346047	-0.0882353	0.558598	False
1621396	CM014020.1	21667509	-0.0882353	0.623849	False
1621554	CM014033.1	9565477	0	1	False
1621563	CM014033.1	5169263	0.0294118	1	False
1621576	CM014020.1	12601940	0	1	False
1621614	PKUT01000141.1	364690	-0.117647	0.304319	False
1621689	CM014033.1	19656013	-0.0588235	0.606282	False
1621727	CM014014.1	26040343	0	1	False
1621729	CM014035.1	14685145	0	1	False
1621783	CM014033.1	20083043	-0.117647	0.304319	False
1621833	CM014028.1	17287436	0	1	False
1621890	CM014029.1	19008167	0	1	False
1621904	CM014038.1	14466894	0	1	False
1622149	CM014027.1	23400909	-0.0294118	1	False
1622178	CM014030.1	5400399	0.117647	0.446491	False
1622224	CM014033.1	5616220	0	1	False
1622245	CM014018.1	22481390	-0.0294118	1	False
1622257	CM014025.1	8176925	0	1	False
1622293	CM014035.1	14926757	-0.0588235	0.783413	False
1622346	CM014022.1	7189986	0	1	False
1622522	PKUT01000206.1	264182	0	1	False
1622528	CM014023.1	8119907	0	1	False
1622574	CM014015.1	27913035	-0.176471	0.222026	False
1622682	CM014012.1	2776691	-0.117647	0.368261	False
1622684	CM014028.1	343867	-0.0294118	1	False
1622743	CM014023.1	1917784	-0.117647	0.424618	False
1622820	CM014025.1	26853012	-0.235294	0.0845601	False
1622915	CM014020.1	17198751	0	1	False
1622921	PKUT01002621.1	17230	-0.0294117	1	False
1623204	CM014018.1	6127338	-0.117647	0.304319	False
1623230	CM014034.1	3001052	0	1	False
1623414	CM014026.1	15615422	0	1	False
1623443	CM014036.1	14453039	-0.0882353	0.627477	False
1623572	CM014012.1	30228895	0.205882	0.124067	False
1623693	CM014012.1	25277416	0	1	False
1623973	CM014017.1	4265517	-0.0588235	0.750406	False
1624257	CM014020.1	5247330	0	1	False
1624285	CM014013.1	11200996	0	1	False
1624321	CM014027.1	24932558	0	1	False
1624597	CM014012.1	614624	-0.117647	0.454083	False
1624611	CM014036.1	6220552	0	1	False
1624626	CM014014.1	6962693	0	1	False
1624796	CM014040.1	5311804	0.0882353	0.47417	False
1624938	CM014035.1	5123183	0	1	False
1624972	CM014020.1	4338066	0	1	False
1624988	CM014023.1	1920304	0	1	False
1625083	CM014021.1	18658183	0.117647	0.339925	False
1625107	CM014027.1	416656	0	1	False
1625156	CM014015.1	16672826	-0.323529	0.0119008	False
1625208	CM014014.1	25336278	0.0294117	1	False
1625995	CM014012.1	12866863	0	1	False
1626065	CM014020.1	131286	0	1	False
1626133	CM014020.1	18897221	0	1	False
1626137	CM014024.1	8005728	0	1	False
1626154	CM014036.1	6952965	0	1	False
1626161	CM014017.1	12297552	0	1	False
1626193	CM014028.1	1913153	0	1	False
1626293	CM014031.1	736674	0	1	False
1626302	CM014026.1	5914528	-0.0294117	1	False
1626771	CM014031.1	14956889	0	1	False
1626854	PKUT01001115.1	69409	0	1	False
1626992	CM014030.1	24560880	0	1	False
1627225	PKUT01000794.1	124956	-0.0588235	0.799681	False
1627291	CM014015.1	10496180	0.911765	3.35731e-13	True
1627347	PKUT01000785.1	2165	0	1	False
1627492	CM014036.1	2852806	0	1	False
1627729	CM014033.1	6987043	-0.117647	0.466854	False
1627832	CM014028.1	18210879	0	1	False
1627862	CM014014.1	28929830	-0.117647	0.391081	False
1628011	CM014019.1	19180984	0	1	False
1628125	CM014033.1	7695902	-0.0882353	0.537379	False
1628316	CM014033.1	5240093	-0.0588235	0.808039	False
1628323	CM014039.1	19084718	-0.0294118	1	False
1628572	CM014013.1	33930365	0	1	False
1628766	CM014035.1	18693811	0	1	False
1629017	PKUT01000061.1	495604	0	1	False
1629022	CM014015.1	37092617	-0.0294118	1	False
1629070	CM014032.1	2301888	0	1	False
1629165	CM014030.1	9387911	-0.117647	0.409587	False
1629347	CM014016.1	3674144	0.117647	0.463744	False
1629360	CM014036.1	6205939	0.0294118	1	False
1629444	CM014012.1	29216121	0	1	False
1629609	CM014018.1	25158564	0	1	False
1629730	CM014034.1	12220985	0.0294117	1	False
1629814	CM014019.1	13847057	-0.205882	0.104899	False
1629818	CM014028.1	24024897	-0.294118	0.0265805	False
1629851	CM014027.1	29831210	-0.0294117	1	False
1629958	PKUT01001032.1	1094953	0	1	False
1630040	CM014014.1	2734	0	1	False
1630286	PKUT01000629.1	251436	0	1	False
1630437	CM014013.1	25101232	0.0882353	0.510124	False
1630669	PKUT01003006.1	39564	-0.0294118	1	False
1630675	CM014029.1	22706450	0	1	False
1630760	CM014029.1	4907238	0.147059	0.314402	False
1630835	CM014020.1	27826923	0.0294118	1	False
1630898	CM014027.1	12028982	-0.0294117	1	False
1630932	CM014033.1	20203377	0.0294118	1	False
1631099	CM014013.1	23494980	0	1	False
1631132	CM014039.1	19223859	-0.0294118	1	False
1631380	CM014039.1	16502652	0.264706	0.0136202	False
1631404	CM014039.1	12001071	-0.264706	0.040309	False
1631471	CM014022.1	8141012	0	1	False
1631871	CM014012.1	28195350	-0.117647	0.466082	False
1632399	PKUT01000050.1	221529	0.0294118	1	False
1632456	CM014018.1	18051736	0	1	False
1632743	CM014014.1	23235513	0	1	False
1632800	PKUT01000355.1	421161	0	1	False
1633123	CM014013.1	11869499	0.0588235	0.732046	False
1633159	CM014025.1	18914971	0	1	False
1633174	CM014031.1	5486463	0	1	False
1633326	CM014033.1	19656013	-0.0294118	1	False
1633523	CM014038.1	1817596	0	1	False
1633682	CM014012.1	27890163	0	1	False
1633804	CM014022.1	13667265	0	1	False
1633991	CM014026.1	16526114	0.0588235	0.802942	False
1634272	CM014025.1	26067200	0	1	False
1634287	CM014014.1	22902756	0	1	False
1634580	CM014018.1	26965258	-0.176471	0.222026	False
1634726	CM014014.1	31592329	0.176471	0.204513	False
1634801	CM014034.1	18994858	0	1	False
1634813	CM014029.1	21709460	0	1	False
1634845	PKUT01000617.1	98437	0	1	False
1634912	CM014022.1	2759649	0.0294118	1	False
1635413	CM014015.1	27880733	-0.176471	0.224449	False
1635439	CM014031.1	16658458	0	1	False
1635636	CM014032.1	17424232	0	1	False
1635642	CM014017.1	28056795	-0.0882353	0.352763	False
1635697	CM014034.1	19470965	-0.264706	0.040309	False
1635934	CM014017.1	30659528	0	1	False
1636417	CM014021.1	933938	-0.0294118	1	False
1636543	CM014031.1	5299415	0	1	False
1636701	CM014039.1	4811975	0.205882	0.124067	False
1636898	PKUT01000036.1	146349	0.205882	0.14404	False
1637062	CM014014.1	13711580	0	1	False
1637078	CM014037.1	18626582	0.0294117	1	False
1637089	CM014034.1	5406624	0	1	False
1637242	CM014035.1	52068	0	1	False
1637468	CM014040.1	4275520	0.147059	0.262618	False
1637521	CM014024.1	25883885	0.0294118	1	False
1637584	PKUT01000531.1	97355	-0.117647	0.424618	False
1637731	CM014037.1	6337680	0	1	False
1637861	CM014037.1	6118414	0	1	False
1638006	CM014018.1	20175988	-0.176471	0.222026	False
1638031	CM014030.1	9204369	0	1	False
1638045	PKUT01000936.1	32852	0.205882	0.0481625	False
1638236	CM014028.1	12987755	-0.0882353	0.537379	False
1638402	CM014036.1	6631472	0	1	False
1638415	CM014023.1	25745426	0	1	False
1638538	CM014017.1	7891710	0	1	False
1638666	CM014020.1	17290712	0	1	False
1638770	CM014020.1	16515294	0	1	False
1638776	CM014015.1	36003123	0	1	False
1638976	CM014029.1	2626304	-0.117647	0.409587	False
1639008	CM014021.1	17568099	0	1	False
1639203	CM014023.1	24340426	0	1	False
1639598	CM014020.1	15338038	0	1	False
1639665	CM014013.1	20594573	0	1	False
1639728	CM014019.1	2634777	0.0294118	1	False
1639737	CM014026.1	14343217	0	1	False
1639826	CM014027.1	10310365	0.117647	0.368261	False
1640000	CM014015.1	35161569	0	1	False
1640019	CM014026.1	21925845	0	1	False
1640035	CM014020.1	21667509	0.0588235	0.799681	False
1640151	CM014015.1	37967971	0.0882353	0.47417	False
1640648	CM014016.1	20403443	-0.0588235	0.606282	False
1641396	CM014032.1	3731224	0	1	False
1641644	CM014021.1	2707637	0	1	False
1641709	PKUT01002459.1	10044	0	1	False
1641805	CM014012.1	23258254	-0.117647	0.424618	False
1641940	CM014014.1	11975897	0	1	False
1641997	CM014024.1	4161285	0.0882353	0.237584	False
1642149	CM014015.1	9280824	0.5	1.53129e-05	False
1642537	CM014018.1	22940173	-0.0588235	0.606282	False
1642749	CM014029.1	19016670	0	1	False
1642753	CM014013.1	38036864	0.117647	0.436774	False
1642891	CM014027.1	29199489	-0.0294118	1	False
1642903	PKUT01000206.1	217539	0.0882353	0.58884	False
1642911	CM014026.1	4245969	0	1	False
1643163	CM014012.1	27161984	0	1	False
1643175	CM014013.1	33501985	0	1	False
1643232	CM014024.1	7784972	0	1	False
1643354	CM014033.1	20538107	0	1	False
1643633	CM014016.1	19092486	0	1	False
1643646	CM014029.1	11154678	0	1	False
1643800	CM014027.1	28725213	0	1	False
1643916	CM014032.1	17506046	-0.0294117	1	False
1644143	CM014028.1	12857169	0	1	False
1644229	CM014017.1	9160918	0	1	False
1644240	CM014014.1	26165290	0.0294118	1	False
1644327	CM014032.1	10094819	0	1	False
1644593	CM014029.1	11558365	0	1	False
1644810	CM014012.1	19331684	0	1	False
1644824	PKUT01001000.1	422978	-0.176471	0.224449	False
1644883	CM014022.1	17732484	0.117647	0.463744	False
1644955	CM014013.1	30631580	0	1	False
1645181	CM014013.1	30632375	0.117647	0.391081	False
1645419	CM014015.1	16625194	-0.264706	0.0306128	False
1645510	CM014013.1	27436329	0.0588235	0.774965	False
1645669	CM014027.1	443335	-0.117647	0.409587	False
1645683	CM014013.1	27595441	-0.117647	0.454083	False
1645868	CM014024.1	1955734	0.0882353	0.599611	False
1645971	CM014013.1	21789818	-0.0588235	0.790127	False
1646135	CM014016.1	8153342	0	1	False
1646329	CM014031.1	881863	-0.147059	0.305229	False
1646333	CM014028.1	18961225	0	1	False
1646391	CM014024.1	5758246	-0.117647	0.454083	False
1646398	CM014033.1	9068020	0	1	False
1647269	CM014016.1	2397245	0	1	False
1647473	CM014015.1	13060177	-0.235294	0.0845601	False
1647500	CM014014.1	27473974	0	1	False
1647516	CM014039.1	19193208	-0.147059	0.314402	False
1647555	CM014013.1	10461905	0	1	False
1647825	CM014020.1	16022687	0	1	False
1647856	CM014039.1	15042183	0.0294118	1	False
1647878	CM014038.1	4735965	0	1	False
1648029	CM014022.1	2811843	0	1	False
1648219	CM014040.1	315005	0	1	False
1648364	CM014013.1	21789518	-0.0588235	0.764244	False
1648648	CM014039.1	8362783	0	1	False
1648819	CM014015.1	10994470	0	1	False
1648852	CM014030.1	3352992	0	1	False
1649197	CM014035.1	4838648	0.0882353	0.614954	False
1649389	CM014036.1	6528342	0	1	False
1649394	CM014034.1	19047651	0	1	False
1649429	CM014025.1	12457091	0	1	False
1649430	CM014022.1	12522529	-0.147059	0.0631001	False
1649551	CM014020.1	16249193	-0.0882353	0.620113	False
1650019	CM014019.1	29078398	0	1	False
1650125	CM014017.1	14850436	0	1	False
1650216	CM014036.1	12754785	0.205882	0.115284	False
1650897	CM014032.1	8062774	-0.0294118	1	False
1650928	CM014017.1	9754610	0	1	False
1650949	CM014014.1	32274829	0	1	False
1651173	CM014026.1	4160892	-0.0294118	1	False
1651365	CM014019.1	14263611	0	1	False
1652345	CM014035.1	1333832	0	1	False
1652358	CM014014.1	30569291	0.0294117	1	False
1652370	CM014024.1	20596121	0	1	False
1652381	CM014027.1	19944971	-0.117647	0.446491	False
1652468	CM014036.1	9624831	0	1	False
1652506	CM014018.1	22481369	-0.0588235	0.606282	False
1652705	CM014029.1	4885957	0.0588235	0.802942	False
1652708	CM014014.1	359059	0	1	False
1652914	CM014032.1	76932	-0.117647	0.424618	False
1652966	CM014021.1	3481289	0	1	False
1653008	CM014024.1	10592212	0.0294118	1	False
1653029	CM014014.1	22909562	0	1	False
1653094	CM014013.1	15733912	0	1	False
1653103	CM014032.1	11020679	-0.0588235	0.70663	False
1653145	CM014040.1	12185622	0	1	False
1653169	PKUT01000896.1	7327	0.0882353	0.614954	False
1653234	CM014039.1	16727532	0	1	False
1653502	CM014012.1	1144575	0	1	False
1653773	CM014040.1	12788599	-0.0882353	0.623849	False
1654015	CM014021.1	24355812	0	1	False
1654027	CM014035.1	3805847	0	1	False
1654047	CM014022.1	4410110	0	1	False
1654106	CM014023.1	12853138	0	1	False
1654130	CM014016.1	19307895	0	1	False
1654138	CM014021.1	5715383	0	1	False
1654280	CM014021.1	12924637	-0.147059	0.279682	False
1655062	CM014014.1	24083717	0	1	False
1655181	CM014024.1	12235633	0.176471	0.133729	False
1655280	CM014029.1	2129160	0.147059	0.331766	False
1655522	CM014021.1	11267976	-0.0294118	1	False
1655699	CM014017.1	6080249	0	1	False
1655735	CM014031.1	14759094	0	1	False
1656049	PKUT01002243.1	4330	0	1	False
1656118	CM014026.1	14954862	0	1	False
1656333	CM014025.1	3562102	-0.0882353	0.424798	False
1656523	CM014028.1	14337545	0.0882353	0.627477	False
1656635	PKUT01002460.1	30325	0	1	False
1656639	CM014039.1	2457487	0	1	False
1656878	CM014040.1	13103121	0	1	False
1656944	CM014020.1	17078021	0.0588235	0.799681	False
1657097	CM014030.1	22744270	-0.0588235	0.807051	False
1657100	CM014020.1	14432284	0	1	False
1657106	CM014023.1	16458724	0	1	False
1657303	CM014017.1	11935712	-0.0588235	0.668982	False
1657703	CM014024.1	15858557	0	1	False
1657743	CM014013.1	15737093	0.0294118	1	False
1657916	CM014012.1	11230045	-0.0588235	0.668982	False
1658038	PKUT01002881.1	359	0.0588235	0.764244	False
1658166	CM014039.1	18582258	0	1	False
1658308	CM014028.1	17304613	0	1	False
1658403	CM014030.1	17596647	0	1	False
1658438	CM014040.1	410538	0	1	False
1658487	CM014033.1	10254063	0	1	False
1658631	CM014032.1	58179	0.0294118	1	False
1658652	CM014012.1	16973207	0.176471	0.111717	False
1658671	CM014015.1	32304402	0	1	False
1658713	CM014016.1	10113423	0	1	False
1658775	CM014013.1	37671773	-0.0294118	1	False
1658881	CM014035.1	18977391	0	1	False
1658915	CM014022.1	477104	0	1	False
1658918	CM014018.1	13296321	0	1	False
1658944	CM014019.1	28030436	0.0294118	1	False
1659252	CM014028.1	20355218	-0.117647	0.463744	False
1659533	CM014031.1	18697409	0	1	False
1659669	CM014022.1	13781439	0	1	False
1659711	CM014016.1	10725900	0	1	False
1659769	CM014033.1	19656013	0.0588235	0.668982	False
1659800	CM014029.1	11154768	0	1	False
1659929	PKUT01002509.1	34014	0	1	False
1660159	CM014038.1	439203	0.117647	0.339925	False
1660231	CM014022.1	1095923	0	1	False
1660365	CM014021.1	1761496	0	1	False
1660402	CM014036.1	9457542	0	1	False
1660813	CM014033.1	15537159	0	1	False
1660889	CM014012.1	17514982	0	1	False
1661027	CM014014.1	15476086	0	1	False
1661126	CM014014.1	29836009	-0.0588235	0.668982	False
1661207	PKUT01000989.1	8367	-0.0882353	0.237584	False
1661296	CM014027.1	14330451	-0.117647	0.368261	False
1661652	CM014034.1	16834154	0	1	False
1661809	CM014018.1	7171665	0	1	False
1661844	CM014029.1	20866293	0	1	False
1661935	CM014021.1	2685928	-0.117647	0.409587	False
1661968	PKUT01000351.1	7180	0	1	False
1662218	CM014020.1	23529727	0.0882353	0.599611	False
1662220	CM014037.1	13610171	0	1	False
1662221	CM014028.1	10236897	0	1	False
1662317	CM014033.1	18795320	0.0294118	1	False
1662633	CM014038.1	15986038	-0.0588235	0.732046	False
1662673	CM014020.1	5247240	0	1	False
1662727	CM014019.1	18002372	0	1	False
1663226	CM014040.1	9262119	0	1	False
1663326	CM014015.1	25687457	0	1	False
1663745	PKUT01000206.1	926022	0.0882353	0.237584	False
1663949	CM014014.1	17681034	0	1	False
1664058	CM014038.1	4656679	0	1	False
1664098	CM014033.1	19673250	0.176471	0.194945	False
1664221	CM014013.1	13414901	0.176471	0.222026	False
1664463	CM014037.1	5334084	0	1	False
1664559	CM014018.1	5261247	0	1	False
1664651	CM014015.1	37422317	0	1	False
1664702	PKUT01000040.1	203264	-0.0588235	0.606282	False
1665049	CM014025.1	25282438	0	1	False
1665055	CM014014.1	15619961	0	1	False
1665079	CM014029.1	18933456	0.147059	0.0631001	False
1665089	CM014012.1	17190911	-0.0294117	1	False
1665326	CM014038.1	8721872	0	1	False
1665339	CM014036.1	6206014	0.0294118	1	False
1665365	CM014035.1	3110073	0	1	False
1665399	CM014026.1	5133462	0	1	False
1665420	CM014023.1	15220801	0	1	False
1665476	CM014028.1	196760	0	1	False
1665560	PKUT01000542.1	479615	0	1	False
1665739	CM014021.1	16465026	0	1	False
1665779	CM014037.1	11444219	0	1	False
1666025	CM014031.1	19745191	0	1	False
1666036	CM014029.1	12537645	0	1	False
1666100	PKUT01000920.1	89119	0	1	False
1666262	PKUT01000617.1	95645	0	1	False
1666539	CM014023.1	16972645	0	1	False
1666620	CM014020.1	1828746	-0.0294118	1	False
1666661	CM014023.1	10062738	0	1	False
1666722	CM014012.1	30595262	0.0294117	1	False
1667024	CM014020.1	27260159	0	1	False
1667142	CM014020.1	26534536	0	1	False
1667180	CM014018.1	114763	0	1	False
1667213	CM014038.1	15986038	0	1	False
1667379	CM014039.1	17065557	0.0294118	1	False
1667518	CM014035.1	7576889	0	1	False
1667565	CM014012.1	11229965	0	1	False
1667635	CM014033.1	11931772	-0.0882353	0.352763	False
1667849	PKUT01001258.1	13305	0.0294117	1	False
1667869	CM014019.1	8288526	1	1.22125e-15	True
1668024	CM014020.1	28166622	0	1	False
1668040	CM014014.1	10397593	0	1	False
1668104	CM014018.1	16674420	-0.0294117	1	False
1668144	CM014024.1	3940239	0.0294117	1	False
1668180	CM014013.1	17046308	-0.0588235	0.774965	False
1668553	CM014016.1	30539267	0	1	False
1668758	CM014012.1	25754944	0	1	False
1668788	CM014036.1	1312802	-0.117647	0.122065	False
1668935	CM014039.1	2694298	0	1	False
1668953	CM014037.1	12184894	0.0294118	1	False
1669057	PKUT01000552.1	446301	0	1	False
1669156	CM014019.1	9497717	0.235294	0.00842106	False
1669214	CM014021.1	8185865	-0.147059	0.3215	False
1669270	CM014033.1	12815142	0	1	False
1669449	CM014014.1	9162698	0	1	False
1669506	CM014018.1	10625903	-0.117647	0.304319	False
1669595	CM014012.1	24740990	0	1	False
1670010	CM014016.1	22019337	-0.0294117	1	False
1670378	CM014012.1	12833949	0	1	False
1670502	CM014028.1	9227405	0.0294118	1	False
1670541	CM014036.1	14310818	0	1	False
1670949	CM014018.1	18306179	0	1	False
1671182	CM014013.1	31985098	0	1	False
1671494	CM014012.1	21192541	0	1	False
1671830	CM014026.1	19545456	-0.0588235	0.606282	False
1672013	CM014038.1	11158024	0	1	False
1672283	CM014012.1	31687991	0.0294118	1	False
1672659	CM014033.1	8203631	0	1	False
1672709	CM014036.1	4526039	0	1	False
1672731	CM014014.1	17824785	-0.0588235	0.472917	False
1672831	CM014021.1	9625477	0.0588235	0.802942	False
1673213	CM014030.1	19231390	0	1	False
1673242	CM014028.1	9223995	0	1	False
1673394	CM014029.1	20844152	0	1	False
1673622	CM014024.1	8629872	0	1	False
1673627	PKUT01002155.1	64885	0	1	False
1673946	PKUT01002533.1	40338	0	1	False
1673981	CM014032.1	833965	0.147059	0.3215	False
1674391	CM014023.1	20916316	0	1	False
1674570	PKUT01000077.1	543089	0	1	False
1674643	CM014018.1	12901197	0	1	False
1674740	PKUT01001012.1	43732	-0.0294118	1	False
1674975	CM014014.1	1058306	0.0882353	0.558598	False
1675015	CM014020.1	22303076	-0.0588235	0.774965	False
1675046	CM014015.1	37967865	-0.0294118	1	False
1675184	PKUT01002401.1	1813	0	1	False
1675599	CM014020.1	1646706	-0.0294118	1	False
1675657	CM014036.1	14512073	0	1	False
1675766	CM014017.1	20046375	0	1	False
1675811	CM014040.1	4275610	-0.205882	0.0317829	False
1675908	CM014025.1	7803514	-0.0294118	1	False
1675962	CM014031.1	17413015	0	1	False
1676355	CM014027.1	2428888	0	1	False
1676373	CM014024.1	26517646	-0.117647	0.459781	False
1676645	CM014012.1	20403202	0	1	False
1676969	CM014029.1	21118888	0	1	False
1677192	CM014036.1	18904836	0	1	False
1677311	CM014036.1	13949470	0.117647	0.436774	False
1677435	PKUT01002733.1	17915	0	1	False
1677517	CM014034.1	18939658	0.0294117	1	False
1677518	CM014035.1	3317425	0.0882353	0.352763	False
1677576	CM014031.1	8822538	0	1	False
1677590	CM014022.1	2458277	0	1	False
1677676	CM014026.1	16242418	-0.0294118	1	False
1677696	CM014029.1	19200401	0	1	False
